Date,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,EMA_20,EMA_50,BB_Upper,BB_Mid,BB_Lower
2015-03-16,182.21065854911555,182.73492811785326,179.8139915415307,180.1991729736328,13839990.0,39.12101008422767,-1.628445324959415,-0.9313518256134083,185.90758584509243,188.35617309570313,175.83586626980912,186.26893539428713,196.70200451876514
2015-03-17,182.00734103226077,184.00812729417396,179.96375842545055,183.35546875,19070082.0,44.73115941468307,-1.6124513038112411,-1.067571721252975,185.66452707413126,188.16006704293048,176.26394499043445,185.6200164794922,194.97608796854993
2015-03-18,183.38759528846785,186.65091709935052,182.89542295907717,185.88055419921875,9269885.0,48.79643724914862,-1.3801135442411123,-1.1300800858506026,185.68510108604434,188.07067438239278,176.59843419540374,185.2546333312988,193.91083246719387
2015-03-19,187.3570483646431,187.60312735711426,182.76701164027128,183.2056884765625,13934612.0,45.018847107490906,-1.3957343481602607,-1.1832109383125342,185.44896655180796,187.87989062137984,176.87008572804433,184.76781005859377,192.6655343891432
2015-03-20,183.58015842661288,184.27562763376545,181.59007115481376,182.7670135498047,10405717.0,44.4116231771086,-1.4270610764632465,-1.2319809659426768,185.19354245637908,187.67938563818083,177.34499226644994,184.25477294921876,191.1645536319876
2015-03-23,183.28058850662916,184.88549441073982,179.34321021313397,180.1670684814453,13251683.0,40.89123330867116,-1.642745030570154,-1.3141337788681722,184.71483064924251,187.3847849653677,176.89326416512972,183.9214859008789,190.9497076366281
2015-03-24,180.19919731927118,182.80984642823537,180.19919731927118,181.45101928710938,9238431.0,43.28224681721358,-1.690584018315235,-1.389423826757585,184.4039914718965,187.15208827210267,176.8093697824898,183.8840393066406,190.9587088307914
2015-03-25,181.6756782673576,181.7826691348462,179.9637672495597,180.79832458496094,10264941.0,42.34452549905304,-1.7608656058274903,-1.4637121825715662,184.06059462552167,186.90292106868534,176.9230046035349,183.92095260620113,190.91890060886735
2015-03-26,179.98520042928607,181.72920904653154,176.3474102356759,177.46014404296875,20621346.0,37.83025407952669,-2.062156287646161,-1.5834010035864852,183.43198028432616,186.5326160872847,176.35037170219672,183.7727668762207,191.19516205024465
2015-03-27,178.44444683431152,178.67984101772635,171.5005398332376,173.6939239501953,23326922.0,33.4920260581989,-2.5751490937635424,-1.7817506216218968,182.50454634774226,186.0291379642616,174.88618919268544,183.448575592041,192.01096199139658
