Date,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,EMA_20,EMA_50,BB_Upper,BB_Mid,BB_Lower
2015-03-16,238.44433725185732,241.38781837333474,237.87389625364713,239.93890380859375,5348772.0,50.40089619218331,1.065052684021481,2.3288585050810937,241.28490418473044,236.6257781982422,236.5449338019268,242.70952987670898,248.87412595149118
2015-03-17,241.86700624375112,243.2132526982741,237.9537750531506,241.4220733642578,5369304.0,52.48370048255324,0.9849617510370763,2.0600791542722905,241.297967916114,236.8138682047526,236.43487086385954,242.62111434936523,248.8073578348709
2015-03-18,241.9012118944666,244.58228454862316,240.3153692294441,242.67701721191406,5148332.0,54.234867361073455,1.0110972899530566,1.850282781408444,241.42930594428543,237.04379561679815,236.40587698946953,242.57547683715822,248.7450766848469
2015-03-19,244.37691603529714,245.01582107485402,239.28857134803874,240.08718872070312,5373572.0,50.12899613105244,0.8134553705461656,1.6429172992359884,241.3014852563252,237.1631443659709,236.18670111841448,242.31763610839846,248.44857109838244
2015-03-20,239.81341800566548,241.75291758040206,238.6611159404246,240.93148803710938,6483236.0,51.42019352101241,0.7166890786381828,1.4576716551164275,241.2662474259237,237.31092254915282,236.19712872106282,242.04496688842775,247.89280505579268
2015-03-23,240.9428277024326,241.730052894148,238.67248395347733,239.07179260253906,5446740.0,48.44494616838861,0.4843558628056428,1.2630084966542707,241.05725172845848,237.37997627673658,235.9204676963603,241.75632095336917,247.59217421037803
2015-03-24,238.05647477183436,241.182480645395,236.26526755703495,236.83570861816406,8973564.0,45.06825687242483,0.11843161959288295,1.034093121241993,240.65520000366854,237.35863244698865,235.2566345357143,241.419189453125,247.5817443705357
2015-03-25,237.31490475893494,238.83225572020973,235.27270901898146,235.99147033691406,10608900.0,43.82620953673978,-0.2369574551560163,0.7798830059623912,240.21103527350144,237.3050182465936,234.5147135598976,241.03813552856448,247.56155749723138
2015-03-26,234.31437524930652,235.52369358371058,228.65558879574684,229.7622528076172,35800620.0,35.952942728889525,-1.009613456739089,0.4219837134220952,239.2159131338934,237.00922352349647,232.27163088147293,240.51903686523437,248.7664428489958
2015-03-27,231.58766095627752,233.549972603427,230.02464411853757,231.5192108154297,10840896.0,39.26698806963211,-1.4633089621226532,0.04492517831314552,238.48289386546827,236.79392890749384,231.19647808425225,240.25093154907228,249.3053850138923
2015-03-30,232.73995839555653,237.07531056174827,231.09708531564286,236.5961456298828,6955144.0,47.69002436727628,-1.3970948690380567,-0.2434788311570949,238.30320355731726,236.7861727005287,230.85681446004264,240.05584335327148,249.25487224650033
2015-03-31,237.28063960136595,237.28063960136595,231.56480974422936,233.3560028076172,5962256.0,43.53974803237471,-1.5877693532232797,-0.5123369355703319,237.83204158115535,236.65165623414003,230.3220016924299,239.37302474975587,248.42404780708185
2015-04-01,234.13180824763444,236.5847046500779,231.1427028535095,235.76327514648438,3844196.0,47.2151474121666,-1.5270308354163262,-0.7152757155395308,237.63501620642478,236.61681776011434,230.41047984383007,238.80144348144532,247.19240711906056
2015-04-06,236.1625935060176,236.58471431017006,232.69430915419574,235.46664428710938,7151172.0,46.81077331415671,-1.4857044773648056,-0.8693614679045858,237.4285045950614,236.57171291803573,230.15702024422905,238.42096023559571,246.68490022696238
2015-04-07,235.76325811839973,236.89272012256933,233.57277031583723,235.649169921875,6197072.0,47.110938321964305,-1.4218347219600957,-0.9798561187156878,237.25904414999604,236.53553476132353,230.70382878847454,237.8237075805664,244.94358637265827
2015-04-08,237.314879753909,237.86248083980854,235.03311571744456,236.2880859375,4106144.0,48.212641833259106,-1.3046234112431705,-1.0448095772211845,237.16657193928214,236.5258308858795,230.64071582763077,237.55617065429686,244.47162548096296
2015-04-09,236.90413828453816,241.63879840435916,235.0216830561756,240.97708129882812,7002784.0,55.53336303941679,-0.823872772470196,-1.0006222162709868,237.52947759257222,236.70038972560297,230.60773666407013,237.59667129516603,244.58560592626193
2015-04-10,240.26974697850665,240.26974697850665,236.12833978608452,237.9081268310547,6119324.0,50.5014904899557,-0.6826443062172416,-0.9370266342602378,237.56553942480866,236.74775196503245,230.6391946956103,237.43922805786133,244.23926142011234
2015-04-13,237.30344835690406,238.74097077202995,236.11694225654495,237.02964782714844,4563236.0,49.12921561306959,-0.6342938978552581,-0.876480086979242,237.5145021297934,236.7588067047233,230.62653993629243,237.25897064208985,243.89140134788727
2015-04-15,237.3034300023535,239.28855332344864,233.92640851089544,235.39816284179688,4893996.0,46.596830940013,-0.7193310536925139,-0.8450502803218964,237.3129460071271,236.70544812186344,230.4579144013793,237.13347244262692,243.80903048387455
2015-04-16,234.5653825721322,235.83177296771893,232.2836181502243,234.94187927246094,5610120.0,45.88448308360107,-0.8141567903930138,-0.8388715823361199,237.08713012763508,236.63628855914178,230.27646831702245,236.88362121582034,243.49077411461823
2015-04-17,233.90364009678262,234.53112524514435,231.8386463029852,232.34063720703125,4049012.0,41.94742627297627,-1.0866788082365986,-0.8884330275162157,236.63508318281566,236.46783164337276,229.88776047751128,236.42954940795903,242.97133833840678
2015-04-20,232.7399217297428,233.88080369900626,228.76964690599328,229.340087890625,5188880.0,37.9069768720717,-1.5271694650269296,-1.0161803150183584,235.94032172641656,236.18831228051994,229.18343425899832,235.76270294189456,242.3419716247908
2015-04-21,229.31729949007956,231.46216338438168,227.17243559577744,228.86094665527344,6510744.0,37.28930740649643,-1.893101679691,-1.1915645879528869,235.26609552916483,235.90096460894165,228.26948406135526,235.2013908386231,242.13329761589094
2015-04-22,229.65955337127218,232.96811126882156,226.69326008381412,231.16551208496094,6765936.0,42.17019585088387,-1.974386922661381,-1.3481290548945857,234.87556377257397,235.7152605883934,228.11278241435917,234.71309204101567,241.31340166767217
2015-04-23,232.75135820979995,233.69828201208463,229.5682943138286,231.25680541992188,9627828.0,42.36157916498503,-2.008289147012647,-1.480161073318198,234.53092011994042,235.54041920923765,227.88522401564188,234.3223426818848,240.75946134812773
2015-04-24,232.48893118763047,232.51174325609895,228.2562479780985,229.64813232421875,7205244.0,39.85843424806983,-2.140291431309606,-1.6121871449164797,234.06589271082407,235.30934913531536,227.31748212670539,233.96296386718757,240.60844560766975
2015-04-27,229.76223225656787,231.02860851045386,227.26369785324647,229.4199676513672,7370704.0,39.50190335945098,-2.2375224093616737,-1.7372541978055187,233.62342365754247,235.07839299868994,226.76513956430887,233.6343887329102,240.50363790151152
2015-04-28,228.07373279333692,230.78903770213876,225.917462886557,229.21461486816406,7942108.0,39.16236975432249,-2.3045831137963546,-1.850719981003686,233.2035371061731,234.84844091513992,226.66874914940462,233.60700683593748,240.54526452247035
2015-04-29,229.0890963306389,230.34406647986052,225.4382740783578,226.61338806152344,7863564.0,35.05234759614081,-2.538365768640432,-1.9882491385310352,232.5759038638255,234.5254976659785,225.79432443271585,233.3617156982422,240.92910696376853
2015-04-30,226.1227793662405,227.03548483290547,223.39606899922293,225.62078857421875,15143684.0,33.60312410643987,-2.7717832975638146,-2.144955970337591,231.913511931482,234.1762933878703,224.66370580362062,232.81294784545898,240.96218988729734
2015-05-04,226.81873531379452,230.34406328765428,226.35097650455972,228.39315795898438,3141448.0,40.94694920492134,-2.7019153331484915,-2.256347842899771,231.57824012457746,233.9495037632081,224.18618198389936,232.5648056030273,240.94342922215526
2015-05-05,227.95960071139314,229.06626446705025,224.947669828187,225.3583984375,5138004.0,36.223849128749364,-2.8584734956976945,-2.376772973459356,230.9858742496177,233.61259767200386,223.2217998278324,232.04456176757813,240.86732370732386
2015-05-06,225.3241889464487,225.3241889464487,220.30430828131261,221.46800231933594,11007696.0,31.24785328620877,-3.25890281771143,-2.553198942309771,230.07941025625752,233.13633903072275,221.50271905760596,231.34462966918943,241.1865402807729
2015-05-07,220.87478874604864,221.33114161535866,215.4441923866163,217.06423950195312,11736664.0,26.76576989190895,-3.886788319619285,-2.819916817771674,228.839870184419,232.50606061782983,218.91498758596902,230.41538314819334,241.91577871041767
2015-05-08,219.3915978954183,225.39263413725857,217.9997274940435,224.0692138671875,11571932.0,41.210964432492965,-3.7756261473104757,-3.0110586836794346,228.3855219637303,232.17520388251052,218.31942962855018,229.80443954467776,241.28944946080534
2015-05-11,224.9933544703109,226.52213925821607,222.255237450821,225.96310424804688,6731344.0,44.40387510109074,-3.4944266241246567,-3.107732271768479,228.15481551461758,231.9315921321394,218.74066408318865,229.0537406921387,239.36681730108873
2015-05-12,225.8946433809338,225.8946433809338,220.64658600945754,221.77606201171875,11107568.0,39.319520499316674,-3.5683001490380377,-3.199845847222391,227.54731518100817,231.53333604898566,218.3342523144421,228.24713745117188,238.16002258790166
2015-05-13,222.66594478935266,226.67045193817677,221.69619504397141,225.95169067382812,7791848.0,45.964495916606644,-3.2524152949524705,-3.210359736768407,227.3953509422291,231.31444799505792,218.64645282569728,227.69323959350587,236.74002636131445
2015-05-14,225.66645747834795,227.0012838350854,222.24381151052668,226.13421630859375,4455188.0,46.24162187828159,-2.9533021501468397,-3.1589482194440937,227.2752428818829,231.11130165441227,218.9261517078142,227.23004226684571,235.53393282587723
2015-05-15,227.01269248895676,227.61735155708467,224.57120236816453,225.9174346923828,8153624.0,45.94026937108447,-2.7025915000949112,-3.067676875574257,227.14592781621621,230.9076205970778,219.2995459227367,226.77882003784183,234.25809415294694
2015-05-18,227.26371237605755,230.91453506482958,226.35100670386456,230.4239501953125,5713304.0,52.82319918176237,-2.115872899392059,-2.8773160803378177,227.4581204237492,230.8886531303419,219.45901535001195,226.68298568725587,233.90695602449978
2015-05-19,229.62532492658997,232.28358567720431,227.7428695416814,229.89913940429688,4786348.0,51.99298380018804,-1.6739458206387212,-2.6366420283979988,227.69059842189657,230.849848670497,219.43950712904225,226.71093826293944,233.98236939683662
2015-05-20,230.37830159937187,234.29153232423852,230.35547560391993,233.66404724121094,4008840.0,57.190997928390715,-1.0082958224241736,-2.310972787203234,228.25949830945032,230.9602093987603,219.08752204507687,226.95109329223632,234.81466453939578
2015-05-21,233.6526198241625,235.02167814344472,231.62184441318135,233.8123321533203,3934380.0,57.38670438894385,-0.46345562203171653,-1.9414693541689307,228.78833962791416,231.07205734991953,218.84124736396095,227.0834342956543,235.32562122734768
2015-05-22,233.81236339626622,234.79353313095143,232.36344871879533,233.7211151123047,4689536.0,57.213431047400164,-0.0385815466823658,-1.560891792671618,229.2581277692847,231.17594196805229,218.63468869898912,227.20664978027344,235.77861086155775
2015-05-25,234.65662119913603,235.24987428325954,232.19230487608124,233.54995727539062,4369060.0,56.866468802129994,0.2810830615062514,-1.1924968218360443,229.66687343653288,231.26904060755578,218.42764431893244,227.40174102783203,236.37583773673163
2015-05-26,233.75532962472153,235.06734408067874,232.2950088472047,234.428466796875,4906344.0,58.26545763960205,0.598409846712542,-0.834315488126327,230.12035851847023,231.3929396738036,218.1754817002778,227.65216598510742,237.12885026993703
2015-05-27,233.60697769268342,237.3034378757191,233.05936273057736,236.88131713867188,3218592.0,61.973890272015275,1.0358771860720992,-0.46027695328664175,230.76425933944182,231.60817016262197,217.71043800739142,228.03550109863278,238.36056418987414
2015-05-28,237.08670401464968,238.14770201172695,233.24192324636346,234.88479614257812,9561160.0,57.495555774750514,1.2075507521374789,-0.12671141220181764,231.156691415931,231.73666529909084,217.70954750306447,228.44907150268554,239.1885955023066
2015-05-29,235.01031271685963,240.49796722815174,234.3714353984141,239.7107696533203,5058680.0,64.22505151463396,1.7132695155569024,0.24128477334992637,231.9713655337776,232.04937527376654,217.3950098021618,229.15357055664063,240.91213131111945
2015-06-01,239.3456199042182,240.9542746405452,235.24986472954743,236.43637084960938,3841320.0,57.56554395790388,1.828757878446396,0.5587793943692203,232.3966041352854,232.22141431595648,217.36445643998516,229.55573120117185,241.74700596235854
2015-06-02,236.9383709889478,237.37191170439726,229.2944618580629,230.18434143066406,4726008.0,47.44887194833754,1.3996622788747572,0.7269559712703277,232.18591244913097,232.14152910476855,217.76555936197892,229.7970283508301,241.82849733968126
2015-06-03,230.22999091771612,232.05540214402112,227.7200504815468,229.44277954101562,5824832.0,46.40710492428125,0.9883697663167368,0.7792387302796095,231.9246616959771,232.03569578854294,218.815589314496,230.19576721191407,241.57594510933214
2015-06-04,230.19574688204423,232.24933440454492,227.03550943201978,231.58763122558594,5557588.0,49.83760567971261,0.8259678493630247,0.7885845540962926,231.89256355593986,232.0181246292113,221.36194392519184,230.92193679809571,240.4819296709996
2015-06-05,230.5152030588522,232.3976583176847,228.7468359975247,230.8574676513672,6753860.0,48.69488207095032,0.6310704743264353,0.7570817381423212,231.7939829935996,231.97260866929585,222.26007147338345,231.2613494873047,240.26262750122595
2015-06-08,229.1461613908315,230.97157268396234,227.16102382419513,228.963623046875,3811996.0,45.76388251029963,0.32010549153969237,0.6696864888217954,231.52442490343535,231.8546092331225,222.68612753180633,231.4113754272461,240.13662332268586
2015-06-09,229.31730255490484,229.5454789753575,227.5147032626156,228.59854125976562,6040260.0,45.199085238117355,0.043700698743151634,0.5444893308060667,231.24576931832397,231.72692029299085,224.1524616229976,231.75249938964842,239.35253715629923
2015-06-10,227.72004757929733,232.51175198727853,227.49187117891725,231.73594665527344,7986248.0,50.81670690349128,0.07692357697737862,0.450976180040329,231.29245287422393,231.72727426798232,224.9477453208519,232.0417121887207,239.1356790565895
