Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2015-01-02,39.76769256591797,40.3289986387916,39.58059270446841,39.68264746928294,27913900
2015-01-05,39.40199279785156,39.742176400533225,39.3339541307579,39.43600888713618,39673900
2015-01-06,38.82366943359375,39.75917821145271,38.73011790695554,39.44450754897456,36447900
2015-01-07,39.31693649291992,39.51254275476391,38.687595171206475,39.10432056775103,29114100
2015-01-08,40.473567962646484,40.60964202605233,39.733665445643595,39.75917831870044,29645200
2015-01-09,40.13338088989258,40.66917393001776,39.88674888219443,40.49057733139655,23944200
2015-01-12,39.63161849975586,40.43105668358628,39.42750896994649,40.32899867441911,23651900
2015-01-13,39.42750930786133,40.74572778374153,39.17237077128169,39.946292837322005,35270600
2015-01-14,39.087310791015625,39.32544283261171,38.79815300385445,39.087310791015625,29719600
2015-01-15,38.67909240722656,39.44451110855673,38.61956020204109,39.30843703323824,32750800
2015-01-16,39.3254508972168,39.35946698648214,38.41545156879696,38.53451923614339,35695300
2015-01-20,39.453006744384766,39.67412910198807,38.75562683673354,39.376464888946884,36161900
2015-01-21,39.05329513549805,39.240398204855296,38.679092241045396,39.07030480037251,39081100
2015-01-22,40.082366943359375,40.09087015539904,39.1893804431197,39.44451897972211,35898000
2015-01-23,40.124900817871094,40.30349751947782,39.80172351668027,40.27798463189499,26211600
2015-01-26,39.98029327392578,40.082351244002936,39.325439142700844,39.97179006521664,42525500
2015-01-27,36.28078842163086,36.740039688246206,35.813033943824344,36.52742372158305,169164000
2015-01-28,35.03060531616211,36.391349442242465,35.00509243845995,36.3488268979848,84507100
2015-01-29,35.72798538208008,35.821536925895444,34.69042167749857,34.80948609898643,63585300
2015-01-30,34.35874557495117,35.362293315857286,34.316219781178184,35.33677719074098,78004900
2015-02-02,35.10713195800781,35.18367380215943,34.214145939079444,34.52031331568592,50352500
2015-02-03,35.379302978515625,35.659957670645284,34.911548402562396,35.40481910596742,52082400
2015-02-04,35.583396911621094,35.898067533086596,35.17517477571044,35.668441973337885,41614800
2015-02-05,36.10219192504883,36.2637788923907,35.600418112052054,35.90658562428903,36548200
2015-02-06,36.068172454833984,36.3913496325542,35.84705327698048,36.29779808814081,34616600
2015-02-09,36.02565002441406,36.348827203157484,35.898079146307865,35.92359526848642,31381100
2015-02-10,36.22975540161133,36.37433592991583,35.87256217449755,36.34882305491108,29670700
2015-02-11,36.04264450073242,36.27227003798925,35.89806401686219,36.27227003798925,38262500
2015-02-12,36.646484375,36.646484375,36.15321382582502,36.28078469040803,33268800
2015-02-13,37.30984878540039,37.30984878540039,36.69751700974504,36.89312330904932,40264900
2015-02-17,37.32698059082031,37.68671585565985,36.99293650116183,37.66102141312853,33695700
2015-02-18,37.284156799316406,37.42976628224934,37.16424502946027,37.369810397321274,27111700
2015-02-19,37.25846862792969,37.28416307798276,36.87303554037741,36.98438360285945,27603400
2015-02-20,37.56681823730469,37.58394896122204,37.078604041390456,37.26703546977831,29721100
2015-02-23,37.81520080566406,37.849458978874935,37.386942600695505,37.4297677677222,32518800
2015-02-24,37.76380157470703,37.94366920295493,37.61819211325621,37.81519372592794,25271700
2015-02-25,37.67815017700195,37.76380049256559,37.5154100031409,37.643888743836456,29759800
2015-02-26,37.73810577392578,37.88371196278353,37.59249631771796,37.678149900002,28957300
2015-02-27,37.558231353759766,37.85801396254465,37.39549446374495,37.79805809425763,33807700
2015-03-02,37.58395004272461,37.84946810270524,37.30129799098208,37.40407907009227,31924000
2015-03-03,37.07001495361328,37.54110141221429,36.90727807440992,37.309841678178216,31748600
2015-03-04,36.881587982177734,37.010063449099164,36.72741480799207,36.83875955918732,25748700
2015-03-05,36.924415588378906,37.03576361431392,36.67602509488931,36.89015415465273,23193500
2015-03-06,36.282020568847656,36.92440760932343,36.10215298167831,36.830190320611074,36248800
2015-03-09,36.70171356201172,36.94154029170459,36.13641306695289,36.13641306695289,32108000
2015-03-10,35.9993782043457,36.58180953615796,35.9993782043457,36.27346315256908,39159700
2015-03-11,35.956546783447266,36.29058755172553,35.83663504789607,36.23919867497487,32215300
2015-03-12,35.13428497314453,35.67389094129504,34.99724255062128,35.39980609624855,59992500
2015-03-13,35.4426155090332,35.51970204169608,34.78309812232811,34.86018465499098,58007700
2015-03-16,35.5968132019043,35.665332796483234,35.356986452503286,35.519726615909306,35273500
2015-03-17,35.716732025146484,35.828080064184924,35.2456486917,35.43408006466827,31673400
2015-03-18,36.40193176269531,36.68458362470984,35.39980956249706,35.48545985970482,44194800
2015-03-19,36.22207260131836,36.47902682004379,36.16211672586076,36.1963748923007,33879100
2015-03-20,36.727413177490234,36.813063484968765,36.39337240403424,36.45332827273917,71904500
2015-03-23,36.710289001464844,36.941548793669284,36.64176612939669,36.72741971948188,26246100
2015-03-24,36.744544982910156,36.97580147343508,36.61606625052975,36.64176069006587,25513300
2015-03-25,35.51116943359375,36.770249596852324,35.494038713379595,36.76168260306985,43469900
2015-03-26,35.29703903198242,35.639646888945954,35.048648499051396,35.30560602544938,37495600
2015-03-27,35.09148025512695,35.48547704080417,34.97156847403832,35.21995576314292,34401400
2015-03-30,35.08291244506836,35.57969354642792,35.040087276725515,35.202824223368694,35049700
2015-03-31,34.82595443725586,35.14286456986798,34.7231733907723,34.928735483739416,34887200
2015-04-01,34.87735366821289,34.911611845755495,34.52618202642927,34.774569333531424,36865300
2015-04-02,34.509029388427734,34.8944622303294,34.363419973776374,34.82593938405837,37487500
2015-04-06,35.5882453918457,35.78524371433467,34.41481918078109,34.55186163413645,39223700
2015-04-07,35.57111740112305,35.89659447802625,35.382686055421246,35.63964026672375,28809400
2015-04-08,35.476898193359375,35.70815795134323,35.15142440124866,35.511159624323625,24753400
2015-04-09,35.52829360961914,35.6482053616801,35.33129526446898,35.33129526446898,25723900
2015-04-10,35.73386001586914,35.930858366912055,35.46833879454158,35.65677342047406,28022000
2015-04-13,35.768123626708984,36.02508116202886,35.45121347179213,35.45978046555655,30276700
2015-04-14,35.67390823364258,35.99938210281029,35.45121214700082,35.80238372915068,24244400
2015-04-15,36.19636917114258,36.36767304566682,35.69959152910688,35.768111118506795,27343600
2015-04-16,36.110721588134766,36.26489476008702,35.81950595970828,35.930853976640435,22509700
2015-04-17,35.6482048034668,35.750989104209715,35.254208119336035,35.69102996176794,42387600
2015-04-20,36.75309753417969,36.975790232944846,35.69958335791397,35.74240849990548,46057700
2015-04-21,36.52185821533203,36.95868340237571,36.42764088999513,36.83020463739799,26013800
2015-04-22,36.821632385253906,36.941544128880956,36.44476317116894,36.54754419894213,25064300
2015-04-23,37.12141036987305,37.352670124312624,36.658890860993885,36.73597744580708,46309500
2015-04-24,41.001426696777344,41.23268644660199,39.09996308824659,39.10852681201056,130933700
2015-04-27,41.138465881347656,41.22411944893392,40.44468995432125,40.453253677405115,59248200
2015-04-28,42.1063346862793,42.14915984120738,40.855821865219895,40.92434145963485,60730800
2015-04-29,42.02069854736328,42.23482766156587,41.541048155303116,41.72948282135371,47804600
2015-04-30,41.66096115112305,42.4318272916677,41.62669970768749,41.712353316276385,64725500
